ObjectID,USER_District_Number,USER_District_Name,USER_District_Superintendent,USER_School_Number,Column2,USER_School_Name,USER_Instruction_Type,USER_NCES_School_ID,USER_School_City,USER_School_Principal,USER_Grade_Range,Enrollment,School_Type,Reading Not On Grade-Level,Math Not On Grade-Level,Attendance Rate,Chronic Absenteeism Rate,Teacher Count,Admin Count,Average Teacher Salary,Average Admin Salary,Campus Grade,Campus Score,,,
7133,'171901,DUMAS ISD,MONTY HYSINGER   ,'171901107,171901107,DUMAS NORTH Elementary,REGULAR INSTRUCTIONAL,'481761022893,DUMAS,MRS ANDREA COX   ,'EE-04,738,Elementary School,32%,48%,.,.,47.9,5,53613,71523,A,93,,,
7135,'171901,DUMAS ISD,MONTY HYSINGER   ,'171901108,171901108,DUMAS SOUTH Elementary,REGULAR INSTRUCTIONAL,'481761022894,DUMAS,CAYNON STRICKLAND   ,'EE-04,701,Elementary School,.,.,.,.,.,.,.,.,A,93,,,
7134,'171902,SUNRAY COLLEGIATE ISD,MRS ERIN BOATMUN   ,'171902001,171902001,SUNRAY High School,REGULAR INSTRUCTIONAL,'484191004777,SUNRAY,MR CODY MCDOWELL   ,'09-12,205,High School,28%,34%,93.70%,21.80%,18.1,2.8,49180,82408,A,95,,,
7140,'171902,SUNRAY COLLEGIATE ISD,MRS ERIN BOATMUN   ,'171902041,171902041,SUNRAY Middle,REGULAR INSTRUCTIONAL,'484191008885,SUNRAY,MRS BREANNA WILSON   ,'06-08,132,Middle School,47%,72%,93.50%,23.80%,13.5,0,43254,.,B,87,,,
7136,'171902,SUNRAY COLLEGIATE ISD,MRS ERIN BOATMUN   ,'171902101,171902101,SUNRAY Elementary,REGULAR INSTRUCTIONAL,'484191004776,SUNRAY,MRS LINDA FINCH   ,'EE-05,256,Elementary School,46%,58%,94.80%,12.30%,24.5,1,43122,76892,D,67,,,
7137,'172902,DAINGERFIELD-LONE STAR ISD,LESIA LEWIS   ,'172902001,172902001,DAINGERFIELD High School,REGULAR INSTRUCTIONAL,'481618001196,DAINGERFIELD,BOBBY BETTS   ,'09-12,343,High School,23%,69%,92.60%,27.70%,33.5,1.5,53346,83850,A,90,,,
7139,'172902,DAINGERFIELD-LONE STAR ISD,LESIA LEWIS   ,'172902041,172902041,DAINGERFIELD Junior High,REGULAR INSTRUCTIONAL,'481618001197,DAINGERFIELD,STEPHANIE DUKE   ,'06-08,207,Middle School,51%,76%,93.00%,25.00%,26.3,2,50241,75500,C,76,,,
7138,'172902,DAINGERFIELD-LONE STAR ISD,LESIA LEWIS   ,'172902101,172902101,SOUTH Elementary,REGULAR INSTRUCTIONAL,'481618006389,DAINGERFIELD,DANNY CAREY   ,'03-05,216,Elementary School,66%,80%,93.80%,20.50%,19.5,2.7,46367,65263,D,65,,,
7141,'172902,DAINGERFIELD-LONE STAR ISD,LESIA LEWIS   ,'172902102,172902102,WEST Elementary,REGULAR INSTRUCTIONAL,'481618001200,DAINGERFIELD,DORI BEASLEY   ,'EE-02,260,Elementary School,.,.,93.00%,19.50%,19.7,1.6,51554,81830,D,65,,,
7144,'172905,PEWITT CISD,MRS LEE ANN CORBIN   ,'172905002,172905002,PEWITT High School,REGULAR INSTRUCTIONAL,'483480003902,OMAHA,TONYA BRIGGS   ,'09-12,262,High School,44%,73%,95.00%,16.20%,20.5,2,51577,83901,A,91,,,
7143,'172905,PEWITT CISD,MRS LEE ANN CORBIN   ,'172905041,172905041,PEWITT Junior High,REGULAR INSTRUCTIONAL,'483480003903,OMAHA,MR JAMES CARTWRIGHT   ,'06-08,176,Middle School,40%,43%,95.20%,13.00%,18,1,50135,78782,B,81,,,
7151,'172905,PEWITT CISD,MRS LEE ANN CORBIN   ,'172905102,172905102,PEWITT Elementary,REGULAR INSTRUCTIONAL,'483480003901,OMAHA,MRS RACHELLE MCNUTT   ,'EE-05,415,Elementary School,28%,46%,94.70%,17.40%,35,2,51824,75652,B,86,,,
7142,'173901,MOTLEY COUNTY ISD,KURT KOEPKE   ,'173901001,173901001,MOTLEY COUNTY SCHOOL,REGULAR INSTRUCTIONAL,'483150003526,MATADOR,DANIEL CATES   ,'EE-12,179,Elementary/Secondary,46%,49%,96.00%,4.50%,16.5,2,53798,75638,B,87,,,
7146,'174901,CHIRENO ISD,MR BRIAN KING   ,'174901001,174901001,CHIRENO High School,REGULAR INSTRUCTIONAL,'481398000884,CHIRENO,MR BRIAN GANDY   ,'09-12,120,High School,40%,73%,94.20%,15.90%,13.3,1,54603,84150,A,93,,,
7148,'174901,CHIRENO ISD,MR BRIAN KING   ,'174901101,174901101,CHIRENO Elementary,REGULAR INSTRUCTIONAL,'481398000883,CHIRENO,LARRY CUPIT   ,'EE-08,245,Elementary School,46%,58%,95.60%,12.80%,19.5,1,55856,78540,C,78,,,
7150,'174902,CUSHING ISD,DR BRANDON T ENOS   ,'174902001,174902001,CUSHING SCHOOL,REGULAR INSTRUCTIONAL,'481608001176,CUSHING,LUKE BALKCOM   ,'06-12,298,Elementary/Secondary,40%,60%,94.70%,15.30%,26.4,0.3,60699,89042,B,80,,,
7149,'174902,CUSHING ISD,DR BRANDON T ENOS   ,'174902002,174902002,CUSHING Elementary,REGULAR INSTRUCTIONAL,'481608007701,CUSHING,LAURIE WILLIAMSON   ,'EE-05,260,Elementary School,56%,69%,95.70%,5.20%,18.9,1.8,55222,80720,B,81,,,
7152,'174903,GARRISON ISD,MR TROY REID SPIVEY   ,'174903001,174903001,GARRISON High School,REGULAR INSTRUCTIONAL,'482040002056,GARRISON,MR MICHAEL COMPTON   ,'09-12,221,High School,33%,77%,95.20%,11.90%,21.3,2,56538,79487,B,85,,,
7153,'174903,GARRISON ISD,MR TROY REID SPIVEY   ,'174903003,174903003,NACOGDOCHES COUNTY DAEP COOP,DAEP INSTRUCTIONAL,'482040011313,GARRISON,,'03-12,-1,Elementary/Secondary,.,.,.,66.70%,0.9,0,47808,.,Not Rated,0,,,
7154,'174903,GARRISON ISD,MR TROY REID SPIVEY   ,'174903041,174903041,GARRISON Middle,REGULAR INSTRUCTIONAL,'482040007702,GARRISON,MR MICHAEL MASSEY   ,'06-08,-1,Middle School,39%,50%,94.90%,11.90%,13.9,1,55638,75000,B,89,,,
7158,'174903,GARRISON ISD,MR TROY REID SPIVEY   ,'174903101,174903101,GARRISON Elementary,REGULAR INSTRUCTIONAL,'482040002055,GARRISON,MRS JANA WHITE   ,'EE-05,346,Elementary School,47%,56%,95.10%,9.20%,27.3,1,51410,74326,A,93,,,
7155,'174904,NACOGDOCHES ISD,DR GABRIEL TRUJILLO   ,'174904002,174904002,NACOGDOCHES High School,REGULAR INSTRUCTIONAL,'483209003561,NACOGDOCHES,MR KEVIN CROFT   ,'09-12,1755,High School,58%,85%,91.70%,29.20%,129.5,9.4,56175,86096,C,75,,,
7157,'174904,NACOGDOCHES ISD,DR GABRIEL TRUJILLO   ,'174904005,174904005,MARGIE CHUMBLEY ACADEMY FOR SUCCESS,ALTERNATIVE INSTRUCTIONAL,'483209011314,NACOGDOCHES,MRS ROXANNE LATHAN   ,'09-12,67,High School,85%,100%,64.60%,83.10%,14.8,2,59108,86450,B,81,,,
7163,'174904,NACOGDOCHES ISD,DR GABRIEL TRUJILLO   ,'174904043,174904043,MCMICHAEL Middle,REGULAR INSTRUCTIONAL,'483209010975,NACOGDOCHES,MR GERALD FONZIE   ,'06-08,1275,Middle School,58%,72%,92.20%,27.20%,86.9,6,51926,68074,D,65,,,
7160,'174904,NACOGDOCHES ISD,DR GABRIEL TRUJILLO   ,'174904101,174904101,BROOKS-QUINN-JONES Elementary,REGULAR INSTRUCTIONAL,'483209003559,NACOGDOCHES,MS AMBER WILSON   ,'KG-05,612,Elementary School,70%,79%,93.80%,19.00%,43.8,1.1,54482,65579,F,59,,,
7159,'174904,NACOGDOCHES ISD,DR GABRIEL TRUJILLO   ,'174904102,174904102,EMELINE CARPENTER Elementary,REGULAR INSTRUCTIONAL,'483209003557,NACOGDOCHES,MS LYNSEY MCANINCH   ,'EE KG-05,359,Elementary School,83%,86%,92.00%,27.60%,31.3,3,54346,64559,D,63,,,
7162,'174904,NACOGDOCHES ISD,DR GABRIEL TRUJILLO   ,'174904103,174904103,FREDONIA EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL,'483209003558,NACOGDOCHES,MS LINDSEY TURNER   ,'EE-PK,364,Elementary School,.,.,.,.,27.4,2,53482,71757,D,68,,,
7161,'174904,NACOGDOCHES ISD,DR GABRIEL TRUJILLO   ,'174904105,174904105,RAGUET Elementary,REGULAR INSTRUCTIONAL,'483209003562,NACOGDOCHES,MS JULIA WELLS   ,'KG-05,409,Elementary School,53%,66%,94.40%,17.10%,36.1,3,55012,70460,C,74,,,
7164,'174904,NACOGDOCHES ISD,DR GABRIEL TRUJILLO   ,'174904110,174904110,THOMAS J RUSK Elementary,REGULAR INSTRUCTIONAL,'483209010976,NACOGDOCHES,MS PAULA HARSHBARGER   ,'KG-05,422,Elementary School,57%,72%,94.90%,12.00%,39,2.5,54761,80340,B,89,,,
7166,'174904,NACOGDOCHES ISD,DR GABRIEL TRUJILLO   ,'174904112,174904112,MIKE MOSES Elementary,REGULAR INSTRUCTIONAL,'483209022895,NACOGDOCHES,DR DANA SOLOMON   ,'KG-05,503,Elementary School,77%,86%,93.80%,19.60%,35.9,1.4,48944,77160,F,59,,,
7168,'174906,WODEN ISD,MR BRADY TAYLOR   ,'174906001,174906001,WODEN High School,REGULAR INSTRUCTIONAL,'484632005278,WODEN,MR JESSE STROUD   ,'09-12,220,High School,30%,59%,95.70%,11.20%,25,1,55188,84073,A,92,,,
7165,'174906,WODEN ISD,MR BRADY TAYLOR   ,'174906041,174906041,WODEN Junior High,REGULAR INSTRUCTIONAL,'484632006342,WODEN,DR JERRY MEADOR   ,'06-08,194,Middle School,34%,50%,95.80%,9.60%,14.1,1,55756,90000,B,89,,,
7167,'174906,WODEN ISD,MR BRADY TAYLOR   ,'174906101,174906101,WODEN Elementary,REGULAR INSTRUCTIONAL,'484632005277,WODEN,MRS BRITTANY CASTLEDINE   ,'PK-05,471,Elementary School,57%,60%,95.60%,10.00%,39.1,2,54131,77605,B,81,,,
7169,'174908,CENTRAL HEIGHTS ISD,DAVID WAYNE RUSSELL   ,'174908001,174908001,CENTRAL HEIGHTS High School,REGULAR INSTRUCTIONAL,'481344000844,NACOGDOCHES,STEPHEN COX   ,'09-12,333,High School,18%,33%,95.60%,8.60%,28.5,1.2,57473,79919,A,96,,,
7170,'174908,CENTRAL HEIGHTS ISD,DAVID WAYNE RUSSELL   ,'174908041,174908041,CENTRAL HEIGHTS Middle,REGULAR INSTRUCTIONAL,'481344012666,NACOGDOCHES,MR JASON PERRY   ,'06-08,286,Middle School,23%,43%,96.10%,6.70%,22.7,1,51607,74000,A,91,,,
7171,'174908,CENTRAL HEIGHTS ISD,DAVID WAYNE RUSSELL   ,'174908101,174908101,CENTRAL HEIGHTS Elementary,REGULAR INSTRUCTIONAL,'481344007049,NACOGDOCHES,MRS COLLEEN HILL   ,'EE-05,477,Elementary School,36%,40%,95.90%,5.60%,43,2,54426,79000,A,92,,,
7201,'174909,MARTINSVILLE ISD,MR WILL CAUTHEN   ,'174909001,174909001,MARTINSVILLE SCHOOL,REGULAR INSTRUCTIONAL,'482925003305,MARTINSVILLE,KEITH KIMBROUGH   DR JIM TORRENCE   ,'EE-12,313,Elementary/Secondary,34%,57%,95.60%,9.60%,34.3,2,53099,82002,B,81,,,
7174,'174911,DOUGLASS ISD,MR JUSTIN KEELING   ,'174911001,174911001,DOUGLASS SCHOOL,REGULAR INSTRUCTIONAL,'481746001506,DOUGLASS,MRS CHELSEA KUCHTA   MRS JENNA MUNSINGER   ,'EE-12,424,Elementary/Secondary,34%,48%,95.90%,8.00%,41,1,52264,82000,A,90,,,
7173,'175902,BLOOMING GROVE ISD,MR JOHN GRIGGS   ,'175902001,175902001,BLOOMING GROVE High School,REGULAR INSTRUCTIONAL,'481047000525,BLOOMING GROVE,MR JOHN PAUL GILLEN   ,'09-12,288,High School,40%,53%,93.90%,19.80%,24.7,3.5,53637,80637,B,89,,,
7172,'175902,BLOOMING GROVE ISD,MR JOHN GRIGGS   ,'175902041,175902041,BLOOMING GROVE JH,REGULAR INSTRUCTIONAL,'481047007080,BLOOMING GROVE,MR DANNY DENNIE   ,'06-08,198,Middle School,51%,64%,94.10%,17.60%,16,2.5,48145,78758,C,73,,,
7176,'175902,BLOOMING GROVE ISD,MR JOHN GRIGGS   ,'175902101,175902101,BLOOMING GROVE Elementary,REGULAR INSTRUCTIONAL,'481047000524,BLOOMING GROVE,MRS ALLYSON KING   ,'EE-05,449,Elementary School,65%,62%,93.80%,20.80%,32.3,2,54510,71619,C,71,,,
7178,'175903,CORSICANA ISD,STEPHANIE HOWELL   ,'175903001,175903001,CORSICANA High School,REGULAR INSTRUCTIONAL,'481533001102,CORSICANA,MR AARON TIDWELL   ,'09-12,1837,High School,61%,75%,91.00%,31.70%,113.3,5.9,62804,90473,D,68,,,
7175,'175903,CORSICANA ISD,STEPHANIE HOWELL   ,'175903041,175903041,CORSICANA Middle,REGULAR INSTRUCTIONAL,'481533001101,CORSICANA,MR BRAD THOMASON   ,'07-08,857,Junior High School,63%,70%,92.40%,25.00%,64.1,4,59026,76284,C,73,,,
7177,'175903,CORSICANA ISD,STEPHANIE HOWELL   ,'175903042,175903042,COLLINS Intermediate,REGULAR INSTRUCTIONAL,'481533001104,CORSICANA,MRS TIFFANY BOORTZ   ,'05-06,891,Middle School,58%,64%,93.50%,19.30%,62.8,3.2,60722,76744,D,69,,,
7179,'175903,CORSICANA ISD,STEPHANIE HOWELL   ,'175903101,175903101,BOWIE Elementary,REGULAR INSTRUCTIONAL,'481533001100,CORSICANA,MRS VERLENA BODIE   ,'KG-04,494,Elementary School,63%,53%,93.80%,18.70%,32.5,2,57422,78936,B,88,,,
7186,'175903,CORSICANA ISD,STEPHANIE HOWELL   ,'175903102,175903102,JOSE ANTONIO NAVARRO Elementary,REGULAR INSTRUCTIONAL,'481533008341,CORSICANA,MRS LAUREN WEAVER   ,'KG-04,562,Elementary School,74%,79%,92.00%,28.80%,34.3,2,58618,79324,D,69,,,
7180,'175903,CORSICANA ISD,STEPHANIE HOWELL   ,'175903103,175903103,FANNIN Elementary,REGULAR INSTRUCTIONAL,'481533001105,CORSICANA,MRS HOLLY SCOGGINS   ,'KG-04,376,Elementary School,74%,75%,93.00%,24.70%,27.9,3,59335,75071,F,59,,,
7181,'175903,CORSICANA ISD,STEPHANIE HOWELL   ,'175903105,175903105,SAM HOUSTON Elementary,REGULAR INSTRUCTIONAL,'481533011315,CORSICANA,MRS KRYSTAL CHAIREZ   ,'KG-04,422,Elementary School,54%,61%,95.30%,7.10%,25.8,1,56687,96199,B,83,,,
7182,'175903,CORSICANA ISD,STEPHANIE HOWELL   ,'175903107,175903107,CARROLL Elementary,REGULAR INSTRUCTIONAL,'481533001108,CORSICANA,TIM BETTS   ,'EE-04,559,Elementary School,79%,79%,92.30%,25.20%,37.1,2,62324,77501,B,82,,,
7183,'175904,DAWSON ISD,STACY HENDERSON   ,'175904001,175904001,DAWSON PK-12,REGULAR INSTRUCTIONAL,'481638001397,DAWSON,ANDREA FARRISH   TERRY DAWSON   ,'EE-12,628,Elementary/Secondary,49%,59%,93.60%,26.50%,45,3,55150,89007,B,87,,,
7184,'175905,FROST ISD,MR STEVE REYNOLDS   ,'175905001,175905001,FROST SECONDARY,REGULAR INSTRUCTIONAL,'482004001959,FROST,KAREN LANE   ,'07-12,215,High School,50%,80%,94.60%,18.80%,21.1,1.3,57811,72425,C,76,,,
7185,'175905,FROST ISD,MR STEVE REYNOLDS   ,'175905101,175905101,FROST Elementary,REGULAR INSTRUCTIONAL,'482004001958,FROST,SUSAN JONES   ,'EE-06,247,Elementary School,54%,63%,95.60%,5.20%,20.6,2,58204,70040,B,80,,,
7187,'175907,KERENS ISD,MR MARTIN BRUMIT   ,'175907001,175907001,KERENS SCHOOL,REGULAR INSTRUCTIONAL,'482553002842,KERENS,MRS KRISTEN LYNCH   MS BRITTANY MATHIS   ,'EE-12,657,Elementary/Secondary,54%,66%,93.90%,20.20%,53.8,6,55392,80841,B,81,,,
7192,'175910,MILDRED ISD,CHRISTOPHER WHORTON   ,'175910001,175910001,MILDRED High School,REGULAR INSTRUCTIONAL,'483072003469,CORSICANA,LEIGH WHITE   MR AARON KINNEY   ,'06-12,453,Elementary/Secondary,41%,52%,94.60%,15.60%,38.4,3.3,58905,65903,B,87,,,
7193,'175910,MILDRED ISD,CHRISTOPHER WHORTON   ,'175910101,175910101,MILDRED Elementary,REGULAR INSTRUCTIONAL,'483072003468,CORSICANA,SHELLY DYER   ,'KG-05,385,Elementary School,41%,52%,95.10%,9.00%,25.7,2,53481,72599,C,78,,,
7188,'175911,RICE ISD,AMY HARVELL   ,'175911001,175911001,RICE High School,REGULAR INSTRUCTIONAL,'483696008005,RICE,MR CASEY SELLERS   ,'09-12,340,High School,45%,62%,94.20%,17.20%,25,2.5,58849,76975,A,94,,,
7189,'175911,RICE ISD,AMY HARVELL   ,'175911042,175911042,RICE IntermediateERMEDIATE/MIDDLE SCHOOL,REGULAR INSTRUCTIONAL,'483696012619,RICE,MR STAN JONES   ,'05-08,321,Middle School,46%,46%,94.90%,14.90%,19,2,58008,74432,B,86,,,
7190,'175911,RICE ISD,AMY HARVELL   ,'175911101,175911101,RICE Elementary,REGULAR INSTRUCTIONAL,'483696004114,RICE,MRS CINDY BLACK   ,'EE-04,444,Elementary School,48%,58%,95.20%,10.20%,26,2,60009,70801,C,78,,,
7191,'176901,BURKEVILLE ISD,GORDON THOMAS   ,'176901001,176901001,BURKEVILLE SCHOOL,REGULAR INSTRUCTIONAL,'481215000713,BURKEVILLE,KEVIN DAY   ,'EE-12,252,Elementary/Secondary,60%,75%,93.70%,21.00%,21.2,2,61550,73395,F,57,,,
7195,'176902,NEWTON ISD,MRS MICHELLE BARROW   ,'176902002,176902002,NEWTON High School,REGULAR INSTRUCTIONAL,'483273003615,NEWTON,MR GERALD LAUGHLIN   ,'09-12,283,High School,60%,88%,93.80%,18.30%,31.6,3,53932,82785,C,78,,,
7196,'176902,NEWTON ISD,MRS MICHELLE BARROW   ,'176902041,176902041,NEWTON Middle,REGULAR INSTRUCTIONAL,'483273003616,NEWTON,BONETHA CHRISTOPHER   ,'05-08,292,Middle School,57%,74%,94.70%,11.80%,27.9,3,51657,81675,C,77,,,
7194,'176902,NEWTON ISD,MRS MICHELLE BARROW   ,'176902104,176902104,NEWTON Elementary,REGULAR INSTRUCTIONAL,'483273003614,NEWTON,JENIE WALKER   ,'EE-04,359,Elementary School,68%,67%,94.00%,15.30%,31.2,2.7,50423,77562,C,71,,,
7200,'176903,DEWEYVILLE ISD,MRS LAJUAN ADDISON   ,'176903001,176903001,DEWEYVILLE High School,REGULAR INSTRUCTIONAL,'481701001473,ORANGE,MR BLAKE PEVETO   ,'06-12,294,Elementary/Secondary,44%,82%,93.40%,20.70%,33.2,2,53073,73583,C,72,,,
7206,'176903,DEWEYVILLE ISD,MRS LAJUAN ADDISON   ,'176903101,176903101,DEWEYVILLE Elementary,REGULAR INSTRUCTIONAL,'481701001472,ORANGE,MRS JENNIFER PARKHURST   ,'EE-05,270,Elementary School,57%,69%,93.00%,22.40%,21.1,1,54889,68000,B,89,,,
7197,'177901,ROSCOE COLLEGIATE ISD,DR GUILLERMO MANCHA   ,'177901001,177901001,ROSCOE COLLEGIATE High School,REGULAR INSTRUCTIONAL,'483786004238,ROSCOE,MR BRANDON HEAD   ,'06-12,307,Elementary/Secondary,49%,75%,95.40%,10.60%,30.3,2,56476,79144,B,86,,,
7198,'177901,ROSCOE COLLEGIATE ISD,DR GUILLERMO MANCHA   ,'177901101,177901101,ROSCOE Elementary,REGULAR INSTRUCTIONAL,'483786004237,ROSCOE,MRS LINDSAY FREEMAN   ,'01-05,179,Elementary School,55%,73%,95.50%,8.20%,19,1,49031,81600,A,91,,,
7199,'177901,ROSCOE COLLEGIATE ISD,DR GUILLERMO MANCHA   ,'177901102,177901102,ROSCOE COLLEGIATE MONTESSORI EARLY CHILDHOOD,REGULAR INSTRUCTIONAL,'483786013697,ROSCOE,MRS KATHERINE JACKSON   ,'PK-KG,84,Elementary School,.,.,.,.,4.6,1,52997,66830,A,91,,,
7204,'177901,ROSCOE COLLEGIATE ISD,DR GUILLERMO MANCHA   ,'177901104,177901104,LONE STAR ONLINE ACADEMY,REGULAR INSTRUCTIONAL,'483786014301,ROSCOE,,'KG-08,11686,Elementary School,75%,92%,96.10%,16.20%,.,.,.,.,F,55,,,
7203,'177902,SWEETWATER ISD,DR DEIDRE PARISH   ,'177902001,177902001,SWEETWATER High School,REGULAR INSTRUCTIONAL,'484203004788,SWEETWATER,MR SCOTT COTTENOIR   ,'09-12,553,High School,57%,73%,91.10%,32.50%,42.6,2,59471,94748,D,63,,,
7202,'177902,SWEETWATER ISD,DR DEIDRE PARISH   ,'177902041,177902041,SWEETWATER Middle,REGULAR INSTRUCTIONAL,'484203004786,SWEETWATER,KEVIN STOKER   ,'06-08,372,Middle School,57%,73%,93.60%,19.70%,31.2,3,52875,76779,D,63,,,
7205,'177902,SWEETWATER ISD,DR DEIDRE PARISH   ,'177902101,177902101,SOUTHEAST EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL,'484203004783,SWEETWATER,LISA LOWRY   ,'EE-PK,166,Elementary School,.,.,.,.,0,1,60582,73500,D,62,,,
7209,'177902,SWEETWATER ISD,DR DEIDRE PARISH   ,'177902102,177902102,EAST RIDGE Elementary,REGULAR INSTRUCTIONAL,'484203004784,SWEETWATER,PEGGY ELLIOTT   ,'01-02,205,Elementary School,.,.,94.10%,20.00%,19,1,50459,79000,D,64,,,
7208,'177902,SWEETWATER ISD,DR DEIDRE PARISH   ,'177902104,177902104,SWEETWATER Intermediate,REGULAR INSTRUCTIONAL,'484203004785,SWEETWATER,KATHY SMARTT   ,'03-05,353,Elementary School,69%,64%,95.20%,10.50%,28.1,2,53047,71700,D,64,,,
7207,'177902,SWEETWATER ISD,DR DEIDRE PARISH   ,'177902105,177902105,SOUTHEAST Elementary,REGULAR INSTRUCTIONAL,'484203004787,SWEETWATER,TINA MELENDEZ   ,'EE-KG,157,Elementary School,.,.,.,.,16.6,1,52565,74000,D,64,,,
7210,'177903,BLACKWELL CISD,BRYAN SHIPMAN   ,'177903001,177903001,BLACKWELL SCHOOL,REGULAR INSTRUCTIONAL,'480000500513,BLACKWELL,JASON POWERS   MR BRYAN SHIPMAN   ,'EE-12,186,Elementary/Secondary,43%,52%,95.50%,8.80%,22.9,2,59188,94838,B,89,,,
7211,'177905,HIGHLAND ISD,MR STEVEN PYBURN   ,'177905001,177905001,HIGHLAND SCHOOL,REGULAR INSTRUCTIONAL,'482319002353,ROSCOE,MORGAN MARTIN   ,'PK-12,207,Elementary/Secondary,25%,20%,96.90%,3.90%,22.6,2,50938,75497,A,97,,,
7216,'178901,AGUA DULCE ISD,MR JIMMY PADILLA   ,'178901001,178901001,AGUA DULCE High School,REGULAR INSTRUCTIONAL,'480753000044,AGUA DULCE,DAVID CANTU   ,'06-12,243,Elementary/Secondary,34%,71%,93.30%,23.30%,17.8,1.5,60190,92287,B,80,,,
7218,'178901,AGUA DULCE ISD,MR JIMMY PADILLA   ,'178901101,178901101,AGUA DULCE Elementary,REGULAR INSTRUCTIONAL,'480753000043,AGUA DULCE,NORA LOPEZ   ,'EE-05,178,Elementary School,47%,64%,95.20%,8.10%,14,1,55819,78352,C,75,,,
7217,'178902,BISHOP CISD,MRS CHRISTINA GUTIERREZ   ,'178902001,178902001,BISHOP High School,REGULAR INSTRUCTIONAL,'481026000507,BISHOP,MRS CLAUDIA ESQUIVEL   ,'09-12,533,High School,29%,42%,94.10%,19.70%,40.9,3.2,58872,85413,A,94,,,
7222,'178902,BISHOP CISD,MRS CHRISTINA GUTIERREZ   ,'178902041,178902041,LILLION E LUEHRS Junior High,REGULAR INSTRUCTIONAL,'481026000508,BISHOP,MRS YVETTE RODRIGUEZ   ,'06-08,330,Middle School,41%,47%,94.70%,15.30%,23.7,2.2,58607,93366,A,91,,,
7220,'178902,BISHOP CISD,MRS CHRISTINA GUTIERREZ   ,'178902101,178902101,BISHOP Elementary,REGULAR INSTRUCTIONAL,'481026000509,BISHOP,MRS ROSIE TREVINO   ,'03-05,232,Elementary School,40%,43%,95.10%,10.10%,15.2,2,59007,86191,B,85,,,
7221,'178902,BISHOP CISD,MRS CHRISTINA GUTIERREZ   ,'178902102,178902102,BISHOP Primary,REGULAR INSTRUCTIONAL,'481026007413,BISHOP,MRS EMILY SALAZAR   ,'EE-02,258,Elementary School,.,.,93.20%,19.70%,15.2,2,57587,77105,B,85,,,
7238,'178902,BISHOP CISD,MRS CHRISTINA GUTIERREZ   ,'178902103,178902103,PETRONILA Elementary,REGULAR INSTRUCTIONAL,'481026000510,ROBSTOWN,MR RICHARD GUTIERREZ   ,'EE-05,110,Elementary School,28%,18%,97.00%,3.40%,9.1,1,58577,101356,A,92,,,
7223,'178903,CALALLEN ISD,MRS EMILY LORENZ   ,'178903001,178903001,CALALLEN High School,REGULAR INSTRUCTIONAL,'481242000734,CORPUS CHRISTI,MS YVONNE MARQUEZ-NETH   ,'09-12,1147,High School,28%,42%,94.30%,16.70%,89.6,4.3,63159,92191,A,90,,,
7224,'178903,CALALLEN ISD,MRS EMILY LORENZ   ,'178903003,178903003,NUECES CO J J A E P,JJAEP INSTRUCTIONAL,'481242009003,CORPUS CHRISTI,,'06-12,0,Elementary/Secondary,.,.,.,.,.,.,.,.,?,?,,,
7227,'178903,CALALLEN ISD,MRS EMILY LORENZ   ,'178903041,178903041,CALALLEN Middle,REGULAR INSTRUCTIONAL,'481242000735,CORPUS CHRISTI,MR PAUL GRAHAM   ,'06-08,858,Middle School,44%,51%,94.10%,15.20%,63.9,4,59434,73092,B,85,,,
7243,'178903,CALALLEN ISD,MRS EMILY LORENZ   ,'178903103,178903103,CALALLEN WEST Intermediate,REGULAR INSTRUCTIONAL,'481242000737,CORPUS CHRISTI,MRS MELISSA CARDONA   ,'03-05,426,Elementary School,36%,37%,95.30%,9.60%,34.3,2,58201,83038,A,90,,,
7226,'178903,CALALLEN ISD,MRS EMILY LORENZ   ,'178903104,178903104,CALALLEN EAST Elementary,REGULAR INSTRUCTIONAL,'481242005852,CORPUS CHRISTI,MRS KIMBERLY RODRIGUEZ   ,'EE-02,470,Elementary School,.,.,93.80%,18.50%,34.8,2,57817,73725,B,85,,,
7230,'178903,CALALLEN ISD,MRS EMILY LORENZ   ,'178903105,178903105,CALALLEN WOOD RIVER Elementary,REGULAR INSTRUCTIONAL,'481242006229,CORPUS CHRISTI,MS MELINDA BARRON   ,'EE-02,425,Elementary School,.,.,94.20%,15.50%,33.9,2,58533,69207,A,90,,,
7228,'178903,CALALLEN ISD,MRS EMILY LORENZ   ,'178903106,178903106,WILMA MAGEE Intermediate,REGULAR INSTRUCTIONAL,'481242022896,CORPUS CHRISTI,MONICA PEREZ   ,'03-05,419,Elementary School,48%,51%,94.40%,14.10%,31.2,2,57605,78963,B,85,,,
7229,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904001,178904001,CARROLL High School,REGULAR INSTRUCTIONAL,'481527001043,CORPUS CHRISTI,MR ROBERT ARREDONDO   ,'09-12,1928,High School,49%,78%,88.80%,41.20%,106.5,7,59458,75780,B,80,,,
7231,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904002,178904002,KING High School,REGULAR INSTRUCTIONAL,'481527001064,CORPUS CHRISTI,MS PRUDENCE FARRELL   ,'09-12,1279,High School,54%,79%,89.20%,38.90%,83.8,6,59391,80480,C,76,,,
